method,problem,timeout,seed,known_optimal,all_assigned,feasible,time,utilisation,bandwidth,residency,coresidency,qos,freecycles,solution
local,7,21,-922831564,False,True,True,20.999676942825317,1.0,1.0,1.0,1.0,0.3474999999999999,0.17857142857142858,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P3'), ('T11-Q1-U1-R:', 'P2'), ('T12-Q50-U41-R:', 'P1'), ('T13-Q65-U39-R:', 'P2'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P3'), ('T16-Q20-U17-R:', 'P3'), ('T17-Q1-U1-R:', 'P4'), ('T18-Q50-U41-R:', 'P1'), ('T19-Q65-U39-R:', 'P4'), ('T2-Q70-U120-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P2'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P2'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q65-U39-R:', 'P2'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P2')]"
local,7,24,-786121199,False,True,True,24.003413915634155,1.0,1.0,1.0,1.0,0.3849999999999999,0.15285714285714286,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q70-U39-R:', 'P4'), ('T11-Q1-U1-R:', 'P2'), ('T12-Q100-U66-R:', 'P4'), ('T13-Q65-U39-R:', 'P2'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P1'), ('T16-Q70-U39-R:', 'P4'), ('T17-Q1-U1-R:', 'P3'), ('T18-Q100-U66-R:', 'P4'), ('T19-Q65-U39-R:', 'P3'), ('T2-Q70-U120-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P4'), ('T4-Q70-U39-R:', 'P2'), ('T5-Q1-U1-R:', 'P1'), ('T6-Q50-U41-R:', 'P4'), ('T7-Q100-U50-R:', 'P1'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,27,-711066087,False,True,True,27.00295400619507,1.0,1.0,1.0,1.0,0.3775,0.11857142857142858,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P2'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q100-U66-R:', 'P4'), ('T13-Q100-U50-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P3'), ('T16-Q20-U17-R:', 'P2'), ('T17-Q1-U1-R:', 'P3'), ('T18-Q50-U41-R:', 'P4'), ('T19-Q65-U39-R:', 'P3'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P1'), ('T4-Q70-U39-R:', 'P1'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q50-U41-R:', 'P1'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P3')]"
local,7,30,259849075,False,True,True,29.998814821243286,1.0,1.0,1.0,1.0,0.37499999999999994,0.11,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P4'), ('T11-Q1-U1-R:', 'P2'), ('T12-Q50-U41-R:', 'P1'), ('T13-Q10-U25-R:', 'P2'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P4'), ('T16-Q100-U59-R:', 'P3'), ('T17-Q1-U1-R:', 'P2'), ('T18-Q100-U66-R:', 'P4'), ('T19-Q100-U50-R:', 'P2'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P3'), ('T4-Q70-U39-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q20-U19-R:', 'P4'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,3,-37329499,False,True,True,3.0024991035461426,1.0,1.0,1.0,1.0,0.31749999999999995,0.18571428571428572,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q20-U17-R:', 'P3'), ('T11-Q1-U1-R:', 'P2'), ('T12-Q20-U19-R:', 'P1'), ('T13-Q100-U50-R:', 'P2'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P3'), ('T16-Q100-U59-R:', 'P1'), ('T17-Q1-U1-R:', 'P2'), ('T18-Q100-U66-R:', 'P3'), ('T19-Q10-U25-R:', 'P2'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P4'), ('T4-Q70-U39-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q50-U41-R:', 'P4'), ('T7-Q65-U39-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P1')]"
local,7,6,-171111680,False,True,True,6.002697944641113,1.0,1.0,1.0,1.0,0.3174999999999999,0.2642857142857143,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q20-U17-R:', 'P3'), ('T11-Q1-U1-R:', 'P3'), ('T12-Q20-U19-R:', 'P3'), ('T13-Q10-U25-R:', 'P3'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P1'), ('T16-Q100-U59-R:', 'P4'), ('T17-Q1-U1-R:', 'P2'), ('T18-Q100-U66-R:', 'P4'), ('T19-Q65-U39-R:', 'P2'), ('T2-Q40-U80-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P1'), ('T4-Q70-U39-R:', 'P1'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,9,-248379183,False,True,True,9.002093076705933,1.0,1.0,1.0,1.0,0.36249999999999993,0.15,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q20-U17-R:', 'P1'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q50-U41-R:', 'P3'), ('T13-Q100-U50-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P3'), ('T16-Q70-U39-R:', 'P3'), ('T17-Q1-U1-R:', 'P2'), ('T18-Q20-U19-R:', 'P1'), ('T19-Q100-U50-R:', 'P2'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P1'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P1'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q65-U39-R:', 'P1'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,12,-426508938,False,True,True,12.00409197807312,1.0,1.0,1.0,1.0,0.37249999999999994,0.09428571428571429,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P2'), ('T11-Q1-U1-R:', 'P1'), ('T12-Q100-U66-R:', 'P4'), ('T13-Q100-U50-R:', 'P1'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P2'), ('T16-Q100-U59-R:', 'P4'), ('T17-Q1-U1-R:', 'P4'), ('T18-Q50-U41-R:', 'P3'), ('T19-Q10-U25-R:', 'P4'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P4'), ('T4-Q70-U39-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q50-U41-R:', 'P3'), ('T7-Q65-U39-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P2')]"
local,7,15,-904554837,False,True,True,14.999925136566162,1.0,1.0,1.0,1.0,0.37749999999999995,0.12142857142857143,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P3'), ('T11-Q1-U1-R:', 'P2'), ('T12-Q50-U41-R:', 'P1'), ('T13-Q65-U39-R:', 'P2'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P2'), ('T16-Q100-U59-R:', 'P4'), ('T17-Q1-U1-R:', 'P4'), ('T18-Q20-U19-R:', 'P2'), ('T19-Q100-U50-R:', 'P4'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P2'), ('T4-Q20-U17-R:', 'P3'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P2')]"
local,7,18,262995599,False,True,True,18.00103998184204,1.0,1.0,1.0,1.0,0.39249999999999996,0.09428571428571429,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P1'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q50-U41-R:', 'P2'), ('T13-Q100-U50-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P3'), ('T16-Q70-U39-R:', 'P2'), ('T17-Q1-U1-R:', 'P4'), ('T18-Q50-U41-R:', 'P4'), ('T19-Q65-U39-R:', 'P4'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P4'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P3'), ('T6-Q50-U41-R:', 'P4'), ('T7-Q100-U50-R:', 'P3'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P2')]"
local,7,21,-802806408,False,True,True,21.00217890739441,1.0,1.0,1.0,1.0,0.42499999999999993,0.08857142857142856,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q70-U39-R:', 'P2'), ('T11-Q1-U1-R:', 'P1'), ('T12-Q100-U66-R:', 'P4'), ('T13-Q65-U39-R:', 'P1'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P1'), ('T16-Q70-U39-R:', 'P1'), ('T17-Q1-U1-R:', 'P2'), ('T18-Q100-U66-R:', 'P3'), ('T19-Q65-U39-R:', 'P2'), ('T2-Q70-U120-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P2'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,24,540573648,False,True,True,24.00218105316162,1.0,1.0,1.0,1.0,0.3475,0.09285714285714286,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P2'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q100-U66-R:', 'P3'), ('T13-Q10-U25-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P4'), ('T16-Q20-U17-R:', 'P3'), ('T17-Q1-U1-R:', 'P1'), ('T18-Q100-U66-R:', 'P4'), ('T19-Q100-U50-R:', 'P1'), ('T2-Q100-U200-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P4'), ('T4-Q70-U39-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q20-U19-R:', 'P4'), ('T7-Q65-U39-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P3')]"
local,7,27,792421627,False,True,True,27.000306129455566,1.0,1.0,1.0,1.0,0.38499999999999995,0.10142857142857142,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q20-U17-R:', 'P1'), ('T11-Q1-U1-R:', 'P2'), ('T12-Q100-U66-R:', 'P4'), ('T13-Q65-U39-R:', 'P2'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P2'), ('T16-Q100-U59-R:', 'P3'), ('T17-Q1-U1-R:', 'P4'), ('T18-Q20-U19-R:', 'P4'), ('T19-Q100-U50-R:', 'P4'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P2'), ('T4-Q100-U59-R:', 'P1'), ('T5-Q1-U1-R:', 'P2'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q65-U39-R:', 'P2'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P3')]"
local,7,30,-513470018,False,True,True,29.999590158462524,1.0,1.0,1.0,1.0,0.3849999999999999,0.12857142857142856,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P4'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q100-U66-R:', 'P3'), ('T13-Q10-U25-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P3'), ('T16-Q100-U59-R:', 'P2'), ('T17-Q1-U1-R:', 'P1'), ('T18-Q100-U66-R:', 'P4'), ('T19-Q100-U50-R:', 'P1'), ('T2-Q40-U80-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P2'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q10-U25-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,3,-617689480,False,True,True,3.0001320838928223,1.0,1.0,1.0,1.0,0.31,0.20142857142857143,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q20-U17-R:', 'P2'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q100-U66-R:', 'P3'), ('T13-Q100-U50-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P4'), ('T16-Q100-U59-R:', 'P4'), ('T17-Q1-U1-R:', 'P1'), ('T18-Q50-U41-R:', 'P2'), ('T19-Q10-U25-R:', 'P1'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P3'), ('T4-Q20-U17-R:', 'P3'), ('T5-Q1-U1-R:', 'P1'), ('T6-Q20-U19-R:', 'P4'), ('T7-Q100-U50-R:', 'P1'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P1')]"
local,7,6,-394427257,False,True,True,6.004240036010742,1.0,1.0,1.0,1.0,0.36249999999999993,0.15428571428571428,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q70-U39-R:', 'P4'), ('T11-Q1-U1-R:', 'P2'), ('T12-Q50-U41-R:', 'P3'), ('T13-Q100-U50-R:', 'P2'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P4'), ('T16-Q70-U39-R:', 'P4'), ('T17-Q1-U1-R:', 'P1'), ('T18-Q20-U19-R:', 'P2'), ('T19-Q100-U50-R:', 'P1'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P3'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P3'), ('T6-Q50-U41-R:', 'P4'), ('T7-Q65-U39-R:', 'P3'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,9,956467676,False,True,True,9.004539012908936,1.0,1.0,1.0,1.0,0.35,0.19428571428571428,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q20-U17-R:', 'P1'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q100-U66-R:', 'P4'), ('T13-Q100-U50-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P3'), ('T16-Q100-U59-R:', 'P3'), ('T17-Q1-U1-R:', 'P2'), ('T18-Q20-U19-R:', 'P3'), ('T19-Q65-U39-R:', 'P2'), ('T2-Q70-U120-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P3'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q50-U41-R:', 'P4'), ('T7-Q65-U39-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,12,690945251,False,True,True,12.004217147827148,1.0,1.0,1.0,1.0,0.32999999999999996,0.13857142857142857,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q70-U39-R:', 'P1'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q100-U66-R:', 'P3'), ('T13-Q100-U50-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P4'), ('T16-Q20-U17-R:', 'P2'), ('T17-Q1-U1-R:', 'P4'), ('T18-Q100-U66-R:', 'P2'), ('T19-Q10-U25-R:', 'P4'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P2'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q50-U41-R:', 'P4'), ('T7-Q10-U25-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,15,-260830316,False,True,True,15.000021934509277,1.0,1.0,1.0,1.0,0.36249999999999993,0.1457142857142857,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q20-U17-R:', 'P1'), ('T11-Q1-U1-R:', 'P1'), ('T12-Q20-U19-R:', 'P3'), ('T13-Q100-U50-R:', 'P1'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P1'), ('T16-Q100-U59-R:', 'P4'), ('T17-Q1-U1-R:', 'P3'), ('T18-Q100-U66-R:', 'P2'), ('T19-Q100-U50-R:', 'P3'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P4'), ('T4-Q20-U17-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q65-U39-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,18,-14423154,False,True,True,18.00287890434265,1.0,1.0,1.0,1.0,0.3874999999999999,0.11571428571428571,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P1'), ('T11-Q1-U1-R:', 'P2'), ('T12-Q100-U66-R:', 'P4'), ('T13-Q10-U25-R:', 'P2'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P3'), ('T16-Q70-U39-R:', 'P3'), ('T17-Q1-U1-R:', 'P2'), ('T18-Q50-U41-R:', 'P4'), ('T19-Q100-U50-R:', 'P2'), ('T2-Q70-U120-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P3'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P3'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q65-U39-R:', 'P3'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P3')]"
local,7,21,165283126,False,True,True,20.998878955841064,1.0,1.0,1.0,1.0,0.3849999999999999,0.16285714285714287,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q20-U17-R:', 'P4'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q50-U41-R:', 'P4'), ('T13-Q100-U50-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P4'), ('T16-Q100-U59-R:', 'P2'), ('T17-Q1-U1-R:', 'P4'), ('T18-Q100-U66-R:', 'P3'), ('T19-Q100-U50-R:', 'P4'), ('T2-Q70-U120-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P2'), ('T4-Q100-U59-R:', 'P1'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q20-U19-R:', 'P1'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P1')]"
local,7,24,-968311430,False,True,True,23.99990487098694,1.0,1.0,1.0,1.0,0.37249999999999994,0.14,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P2'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q100-U66-R:', 'P4'), ('T13-Q65-U39-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P2'), ('T16-Q20-U17-R:', 'P2'), ('T17-Q1-U1-R:', 'P3'), ('T18-Q100-U66-R:', 'P1'), ('T19-Q100-U50-R:', 'P3'), ('T2-Q70-U120-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P2'), ('T4-Q70-U39-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q10-U25-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,27,766161115,False,True,True,27.00313711166382,1.0,1.0,1.0,1.0,0.3775,0.11428571428571428,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q70-U39-R:', 'P4'), ('T11-Q1-U1-R:', 'P2'), ('T12-Q100-U66-R:', 'P3'), ('T13-Q65-U39-R:', 'P2'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P4'), ('T16-Q70-U39-R:', 'P4'), ('T17-Q1-U1-R:', 'P4'), ('T18-Q100-U66-R:', 'P1'), ('T19-Q65-U39-R:', 'P4'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P4'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q20-U19-R:', 'P4'), ('T7-Q65-U39-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,30,193426473,False,True,True,30.002140998840332,1.0,1.0,1.0,1.0,0.37249999999999994,0.06142857142857143,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q70-U39-R:', 'P3'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q20-U19-R:', 'P1'), ('T13-Q10-U25-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P2'), ('T16-Q100-U59-R:', 'P1'), ('T17-Q1-U1-R:', 'P4'), ('T18-Q100-U66-R:', 'P2'), ('T19-Q65-U39-R:', 'P4'), ('T2-Q100-U200-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P3'), ('T4-Q70-U39-R:', 'P3'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P1')]"
